project_id,street_name,limits,cnn,project_name_full,owner,description_full,dpw_project_class,facility_type,project_status,start_date,end_date,duration,facility_indicator,facility_subindicator,group_code,facility_type_description,create_date,modify_date,project_type,project_url,X,Y,latitude,longitude,location
DPW0940_PR_19,SUTTER ST,OCTAVIA ST to LAGUNA ST (1600 - 1699),12334000,Various Locations Pavement Renovation No 81,,,Paving,Roadway,Planned,05/21/2025 12:00:00 AM,05/20/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6004705.54407,2114696.22365,37.786818650238715,-122.42750121118586,"(37.786818650238715, -122.42750121118586)"
DPW1051_PR_41,PACIFIC AVE,WAYNE PL to MASON ST (949 - 999),10134000,Various Locations Pavement Renovation No 86,,,Paving,Roadway,Planned,10/19/2025 12:00:00 AM,10/18/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6009455.50669,2118067.45245,37.79634273929234,-122.4113056283679,"(37.79634273929234, -122.4113056283679)"
DPW0684_PR_151,EGBERT AVE,HAWES ST intersection,51651000,Various Locations Pavement Renovation No 61,,,Paving,Roadway,Committed,07/01/2023 12:00:00 AM,06/29/2024 12:00:00 AM,364,Roadway Surface,,10037746,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6015366.14216,2090348.53006,37.720562239939945,-122.38891721731324,"(37.720562239939945, -122.38891721731324)"
DPW0761_PR_141,GRANT AVE,JACK KEROUAC ALY intersection,25031000,Various Locations Pavement Renovation No 71,,,Paving,Roadway,Planned,05/23/2024 12:00:00 AM,05/24/2025 12:00:00 AM,366,Roadway Surface,,10037891,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6010723.66011,2118451.74633,37.79746895943683,-122.4069446289227,"(37.79746895943683, -122.4069446289227)"
DPW1022_PP_17,CAPITOL AVE,THRIFT ST to LAKEVIEW AVE (800 - 899),3666000,PW StreetResurfacingPro- BSSR Pavement Prese FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,07/10/2023 12:00:00 AM,371,Roadway Surface,,10038990,Roadway Surface / Paving-Microsurfacing,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Microsurfacing,,5995057.408,2089778.473,37.71785041120166,-122.45907635460928,"(37.71785041120166, -122.45907635460928)"
DPW0933_PR_32,TOWNSEND ST,07TH ST to 08TH ST (600 - 699),12666000,Various Locations Pavement Renovation No 79,,,Paving,Roadway,Planned,03/19/2025 12:00:00 AM,03/18/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6011734.0217,2108769.39913,37.770939987526546,-122.40276720356279,"(37.770939987526546, -122.40276720356279)"
DPW0943_PP_6,ALMA ST,SHRADER ST to STANYAN ST (200 - 299),2205000,As Needed Citywide Pavement Preservation Contract 5 (General As-Needed Contract G22),,,Paving,Roadway,Committed,04/17/2023 12:00:00 AM,10/21/2025 12:00:00 AM,918,Roadway Surface,,10037345,Roadway Surface / Paving-Microsurfacing,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Microsurfacing,,5997575.10432,2106143.503,37.76292921586902,-122.45155360284431,"(37.76292921586902, -122.45155360284431)"
DPW0682_PR_134,PHELPS ST,MCKINNON AVE to NEWCOMB AVE (1200 - 1299),10404000,Various Locations Pavement Renovation No 59,,,Paving,Roadway,Committed,02/13/2023 12:00:00 AM,02/17/2024 12:00:00 AM,369,Roadway Surface,,10037392,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6014240.75112,2096596.68577,37.73765596849033,-122.39324436043516,"(37.73765596849033, -122.39324436043516)"
DPW0682_PR_121,MCKINNON AVE,03RD ST to NEWHALL ST (1641 - 1699),8924000,Various Locations Pavement Renovation No 59,,,Paving,Roadway,Committed,02/13/2023 12:00:00 AM,02/17/2024 12:00:00 AM,369,Roadway Surface,,10037392,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6014993.14024,2096214.54625,37.73664846217119,-122.39061627412563,"(37.73664846217119, -122.39061627412563)"
DPW1012_PR_6,08TH AVE,NORIEGA ST to ORTEGA ST (1800 - 1899),401000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5993756.36006,2102907.65397,37.75382498822763,-122.46452624726125,"(37.75382498822763, -122.46452624726125)"
DPW0941_PR_97,COLLEGE AVE,BENTON AVE to JUSTIN DR (501 - 599) -- EAST --,4267101,Various Locations Pavement Renovation No 82,,,Paving,Roadway,Planned,06/20/2025 12:00:00 AM,06/19/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6005460.911,2094927.381,37.73258076505032,-122.42348186178032,"(37.73258076505032, -122.42348186178032)"
DPW0936_PR_2,14TH ST,NATOMA ST to MINNA ST (232 - 265),583000,Various Locations Pavement Renovation No 75,,,Paving,Roadway,Planned,10/19/2024 12:00:00 AM,10/18/2025 12:00:00 AM,364,Roadway Surface,,10037892,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6007055.36628,2107917.86588,37.76833953698528,-122.41889043229546,"(37.76833953698528, -122.41889043229546)"
DPW0607_PR_31,LYON ST,MCALLISTER ST intersection,26374000,"McAllister St, 20th St and 24th St Pavement Renovation and Sewer Replacement project",,,Paving,Roadway,Planned,10/25/2023 12:00:00 AM,10/25/2024 12:00:00 AM,366,Roadway Surface,,10038016,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6000061.9841,2111276.20772,37.77716443213855,-122.44332105544986,"(37.77716443213855, -122.44332105544986)"
DPW0386_PR_94,MISSION ST,RICHLAND AVE intersection,21827000,Joint - SFMTA Lead - Mission St Pavement Renovation 2,,,Paving,Roadway,Planned,05/18/2029 12:00:00 AM,05/18/2030 12:00:00 AM,365,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6005202.35364,2096200.24641,37.736061158579744,-122.42446626260445,"(37.736061158579744, -122.42446626260445)"
DPW0762_PR_171,CLARENDON AVE,OAK PARK DR intersection,26253000,Various Locations Pavement Renovation No 69,,,Paving,Roadway,Planned,12/20/2023 12:00:00 AM,12/18/2024 12:00:00 AM,364,Roadway Surface,,10038032,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5996504.50979,2103320.38216,37.755116274983635,-122.45505238886585,"(37.755116274983635, -122.45505238886585)"
DPW0571_PR_82,MAGELLAN AVE,PACHECO ST to DORANTES AVE \ PACHECO ST (299 - 299) -- SOUTH --,8619101,PW Various Locations No49 Infrastructure Improvements,,1133I,Paving,Roadway,Started,11/01/2021 12:00:00 AM,10/28/2022 12:00:00 AM,361,Roadway Surface,,10033116,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5994434.266,2100073.134,37.74608118435609,-122.46197637708768,"(37.74608118435609, -122.46197637708768)"
DPW0526_PR_33,HARRIET ST,BRYANT ST to BRANNAN ST (300 - 399),6703000,PW Various Locations P R and Track Removal Project,,,Paving,Roadway,Planned,07/20/2024 12:00:00 AM,09/21/2026 12:00:00 AM,793,Roadway Surface,,2728J,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6011901.562,2110244.409,37.77499939377385,-122.40229139706163,"(37.77499939377385, -122.40229139706163)"
DPW0932_PR_34,ULLOA ST,35TH AVE to 36TH AVE (3400 - 3499),12812000,Various Locations Pavement Renovation No 73,,,Paving,Roadway,Planned,08/18/2024 12:00:00 AM,08/17/2025 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5985352.65637,2098197.30638,37.740403623698356,-122.49324078113196,"(37.740403623698356, -122.49324078113196)"
DPW0571_PR_95,PACHECO ST,ALTON AVE to 08TH AVE (418 - 459),10081000,PW Various Locations No49 Infrastructure Improvements,,1133I,Paving,Roadway,Started,11/01/2021 12:00:00 AM,10/28/2022 12:00:00 AM,361,Roadway Surface,,10033116,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5993894.131,2101704.175,37.75052849877717,-122.4639624530998,"(37.75052849877717, -122.4639624530998)"
DPW0688_PR_45,JUANITA WAY,UNNAMED 039 intersection,33594000,"Claremont, Juanita, and Yerba Buena Pavement Renovation",,,Paving,Roadway,Committed,03/18/2023 12:00:00 AM,03/16/2024 12:00:00 AM,364,Roadway Surface,,10037323,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5996783.73338,2098981.73637,37.74321944504511,-122.45377346959363,"(37.74321944504511, -122.45377346959363)"
DPW0937_PR_7,BUCHANAN ST,LILY ST to OAK ST (420 - 499),3327000,Various Locations Pavement Renovation No 78,,,Paving,Roadway,Planned,02/19/2025 12:00:00 AM,02/18/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6004611.18215,2110086.07068,37.774154972122005,-122.42749912407224,"(37.774154972122005, -122.42749912407224)"
DPW0762_PR_181,COLE ST,GRATTAN ST intersection,26280000,Various Locations Pavement Renovation No 69,,,Paving,Roadway,Planned,12/20/2023 12:00:00 AM,12/18/2024 12:00:00 AM,364,Roadway Surface,,10038032,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5998147.96889,2106531.21532,37.76402656520005,-122.4496002107485,"(37.76402656520005, -122.4496002107485)"
DPW1022_PP_63,SATURN ST,LOWER TER to TEMPLE ST (60 - 99),11659000,PW StreetResurfacingPro- BSSR Pavement Prese FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,07/10/2023 12:00:00 AM,371,Roadway Surface,,10038990,Roadway Surface / Paving-Microsurfacing,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Microsurfacing,,6000158.65523,2105979.45295,37.76262638620222,-122.44260624118489,"(37.76262638620222, -122.44260624118489)"
DPW0681_PR_179,26TH ST,LILAC ST intersection,24072000,Various Locations Pavement Renovation No 58,,,Paving,Roadway,Committed,03/22/2023 12:00:00 AM,09/21/2024 12:00:00 AM,549,Roadway Surface,,10037256,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6007293.91872,2100897.02217,37.74907534965092,-122.41756763815964,"(37.74907534965092, -122.41756763815964)"
DPW0928_PR_43,TUNNEL AVE,VISITACION AVE to RECYCLE RD (400 - 480),12715001,Various Locations Pavement Renovation No 74,,,Paving,Roadway,Planned,09/16/2024 12:00:00 AM,09/15/2025 12:00:00 AM,364,Roadway Surface,,10038847,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6011691.88385,2086252.72954,37.70911165059857,-122.40133035912433,"(37.70911165059857, -122.40133035912433)"
DPW0685_PR_100,MARIPOSA ST,DE HARO ST to RHODE ISLAND ST (1800 - 1899),8724000,Various Locations Pavement Renovation No 56,,,Paving,Roadway,Committed,10/08/2022 12:00:00 AM,10/07/2023 12:00:00 AM,364,Roadway Surface,,10035992,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6011912.14158,2106067.98133,37.76353244667823,-122.40196114422811,"(37.76353244667823, -122.40196114422811)"
DPW1012_PR_321,42ND AVE,ANZA ST intersection,27909000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5982875.04095,2111701.14978,37.777336134152065,-122.50280662245912,"(37.777336134152065, -122.50280662245912)"
DPW1008_PR_2,SCENIC WAY,25TH AVE to 26TH AVE (1 - 99),11670000,Street Resurfacing Program- BSSR Paving FY25-26,,,Paving,Roadway,Planned,08/18/2025 12:00:00 AM,08/25/2025 12:00:00 AM,7,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5987852.46091,2115593.9841,37.78831601545094,-122.48587412799003,"(37.78831601545094, -122.48587412799003)"
DPW0682_PR_144,PHELPS ST,SAM JORDANS WAY intersection,20243000,Various Locations Pavement Renovation No 59,,,Paving,Roadway,Committed,02/13/2023 12:00:00 AM,02/17/2024 12:00:00 AM,369,Roadway Surface,,10037392,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6015329.79396,2098058.24481,37.741729552262306,-122.38958103276313,"(37.741729552262306, -122.38958103276313)"
DPW0765_PR_129,WINSTON DR,JUNIPERO SERRA BLVD \ MERCEDES WAY to JUNIPERO SERRA BLVD (0 - 0),13681000,Various Locations Pavement Renovation No 68,,,Paving,Roadway,Planned,11/23/2023 12:00:00 AM,11/22/2024 12:00:00 AM,365,Roadway Surface,,10037805,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5991325.9253,2093124.47092,37.72682246131098,-122.47221808262532,"(37.72682246131098, -122.47221808262532)"
DPW0633_PR_149,LELAND AVE,LOEHR ST intersection,20392000,Various Locations Pavement Renovation No 54,,,Paving,Roadway,Started,03/14/2022 12:00:00 AM,06/10/2024 12:00:00 AM,819,Roadway Surface,,10035995,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6008365.19712,2088123.84137,37.71406317055012,-122.41296013681296,"(37.71406317055012, -122.41296013681296)"
DPW0643_PR_156,22ND ST,BRYANT ST intersection,23971000,Various Locations Pavement Renovation No 55 and Sewer Replacement,,1233I,Paving,Roadway,Started,08/01/2022 12:00:00 AM,07/20/2024 12:00:00 AM,719,Roadway Surface,,10035932,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6009696.74174,2103369.24277,37.75599842841921,-122.40943306913385,"(37.75599842841921, -122.40943306913385)"
DPW0766_PR_116,GOLD MINE DR,START: 1-79 BLOCK to DIAMOND HEIGHTS BLVD (1 - 79),6250000,Various Locations Pavement Renovation No 66,,,Paving,Roadway,Planned,01/03/2024 12:00:00 AM,01/02/2025 12:00:00 AM,365,Roadway Surface,,10037789,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6001579.535,2099118.333,37.74386830449011,-122.43720065732009,"(37.74386830449011, -122.43720065732009)"
DPW0740_PR_46,ULLOA ST,FUNSTON AVE to 14TH AVE (1226 - 1299),12790000,Joint - SFMTA Lead - PW Taraval Street Improvement Project West Portal to Sunset Blvd,,,Paving,Roadway,Started,12/01/2021 12:00:00 AM,10/30/2023 12:00:00 AM,698,Roadway Surface,,2815J,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5992204.39333,2098432.78971,37.741448573661195,-122.46956752692118,"(37.741448573661195, -122.46956752692118)"
DPW0935_PR_10,FOERSTER ST,MELROSE AVE to TERESITA BLVD (700 - 721),5645000,Various Locations Pavement Renovation No 77,,,Paving,Roadway,Planned,01/12/2025 12:00:00 AM,01/11/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5998127.14675,2095611.81083,37.73404336759646,-122.44888562956834,"(37.73404336759646, -122.44888562956834)"
DPW0936_PR_32,NOE ST,16TH ST \ MARKET ST to 17TH ST (300 - 399),9612000,Various Locations Pavement Renovation No 75,,,Paving,Roadway,Planned,10/19/2024 12:00:00 AM,10/18/2025 12:00:00 AM,364,Roadway Surface,,10037892,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6002933.289,2106206.181,37.76340671471005,-122.43302598832194,"(37.76340671471005, -122.43302598832194)"
DPW0686_PR_107,PRESIDIO AVE,CLAY ST to SACRAMENTO ST (300 - 399),10764000,Various Locations Pavement Renovation No 60 and Sewer Replacement,,,Paving,Roadway,Committed,04/07/2023 12:00:00 AM,04/05/2024 12:00:00 AM,364,Roadway Surface,,10037391,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,5999068.14451,2115472.23568,37.78862891054208,-122.44706108656467,"(37.78862891054208, -122.44706108656467)"
DPW0941_PR_62,DUNSHEE ST,OAKDALE AVE intersection,20684000,Various Locations Pavement Renovation No 82,,,Paving,Roadway,Planned,06/20/2025 12:00:00 AM,06/19/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6013696.15948,2096483.02816,37.737313618052006,-122.39511932924665,"(37.737313618052006, -122.39511932924665)"
DPW0761_PR_174,GRANT AVE,VINTON CT intersection,24752000,Various Locations Pavement Renovation No 71,,,Paving,Roadway,Planned,05/23/2024 12:00:00 AM,05/24/2025 12:00:00 AM,366,Roadway Surface,,10037891,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6011012.24044,2116373.30311,37.79177819938771,-122.40579957937628,"(37.79177819938771, -122.40579957937628)"
DPW0883_PR_59,MAGNOLIA ST,WEBSTER ST intersection,26753000,Various Locations Pavement Renovation No 63,,,Paving,Roadway,Committed,05/01/2023 12:00:00 AM,04/30/2024 12:00:00 AM,365,Roadway Surface,,10037763,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6002784.62474,2119741.18355,37.80056197504335,-122.43450798839763,"(37.80056197504335, -122.43450798839763)"
DPW0761_PR_143,CLAY ST,SPROULE LN intersection,25083000,Various Locations Pavement Renovation No 71,,,Paving,Roadway,Planned,05/23/2024 12:00:00 AM,05/24/2025 12:00:00 AM,366,Roadway Surface,,10037891,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6009202.44041,2117046.22906,37.79352451361286,-122.41210908516682,"(37.79352451361286, -122.41210908516682)"
DPW0933_PR_24,RHODE ISLAND ST,17TH ST to MARIPOSA ST (400 - 499),10996000,Various Locations Pavement Renovation No 79,,,Paving,Roadway,Planned,03/19/2025 12:00:00 AM,03/18/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6011759.94836,2106293.15701,37.764142233423776,-122.40250337009674,"(37.764142233423776, -122.40250337009674)"
DPW0766_PR_145,CHURCH ST,HERMANN ST intersection,25888000,Various Locations Pavement Renovation No 66,,,Paving,Roadway,Planned,01/03/2024 12:00:00 AM,01/02/2025 12:00:00 AM,365,Roadway Surface,,10037789,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6004084.02285,2108711.39024,37.770350604933135,-122.42922461913909,"(37.770350604933135, -122.42922461913909)"
DPW0957_PR_3,24TH ST,MINNESOTA ST intersection,23610000,Joint - Streetscape Lead - Minnesota St 2972J,,,Paving,Roadway,Planned,02/13/2023 12:00:00 AM,04/21/2024 12:00:00 AM,433,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6015339.49399,2102526.76039,37.753999700414354,-122.38985954875677,"(37.753999700414354, -122.38985954875677)"
DPW0929_PR_20,MASON ST,VALPARAISO ST to GREENWICH ST (1931 - 1999),8830000,Various Locations Pavement Renovation No 80,,,Paving,Roadway,Planned,04/16/2025 12:00:00 AM,04/15/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6009062.91847,2120012.62148,37.801661666085266,-122.41280166050544,"(37.801661666085266, -122.41280166050544)"
DPW1012_PR_385,NATOMA ST,LAFAYETTE ST to END: 1065-1150 BLOCK (1065 - 1150),9518000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6007612.80007,2109471.78729,37.772637610665726,-122.41707243497913,"(37.772637610665726, -122.41707243497913)"
DPW0768_PR_156,DUBOCE AVE,GUERRERO ST to BUCHANAN ST \ MARKET ST (200 - 299),4983000,Various Locations Pavement Renovation No 70,,,Paving,Roadway,Planned,04/20/2024 12:00:00 AM,04/19/2025 12:00:00 AM,364,Roadway Surface,,10038028,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6005170.545,2108445.754,37.76968269460576,-122.42544742924171,"(37.76968269460576, -122.42544742924171)"
DPW1012_PR_106,DIAMOND ST,22ND ST to ALVARADO ST (500 - 548),4742000,Street Resurfacing Program- BSSR Paving FY 22-23,,,Paving,Roadway,Started,07/04/2022 12:00:00 AM,06/30/2023 12:00:00 AM,361,Roadway Surface,,10038989,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6001839.77152,2102784.36476,37.7539491332935,-122.43656317028628,"(37.7539491332935, -122.43656317028628)"
DPW1050_PR_83,COSMO PL,TRADER VIC ALY to OPHIR ALY (34 - 69),4446000,Various Locations Pavement Renovation No 87,,,Paving,Roadway,Planned,11/16/2025 12:00:00 AM,11/15/2026 12:00:00 AM,364,Roadway Surface,,_NA,Roadway Surface / Paving-Roads Only,10/02/2022 04:15:02 AM,10/02/2022 04:15:02 AM,Paving-Roads Only,,6009019.76372,2115060.40528,37.78806167319786,-122.41260071816137,"(37.78806167319786, -122.41260071816137)"
